rank.['player', 'country', 'goals']
2819.['Ibrahim Kargbo', 'Sierra Leone', 1]
2820.['Abdul Sesay', 'Sierra Leone', 1]
2821.['Kwame Quee', 'Sierra Leone', 1]
2822.['Musa Noah Kamara', 'Sierra Leone', 1]
2823.['Philip Zialor', 'Seychelles', 3]
2824.['Robert Suzette', 'Seychelles', 1]
2825.['Don Annacoura', 'Seychelles', 1]
2826."['Bertrand St. Ange', 'Seychelles', 1]"
2827.['Aleksandar Mitrović', 'Serbia', 28]
2828.['Savo Milošević', 'Serbia', 26]
2829.['Predrag Mijatović', 'Serbia', 23]
2830.['Nikola Žigić', 'Serbia', 14]
2831.['Mateja Kežman', 'Serbia', 10]
2832.['Dušan Tadić', 'Serbia', 10]
2833.['Dejan Stanković', 'Serbia', 9]
2834.['Milan Jovanović', 'Serbia', 8]
2835.['Zoran Tošić', 'Serbia', 8]
2836.['Aleksandar Kolarov', 'Serbia', 8]
2837.['Branislav Ivanović', 'Serbia', 7]
2838.['Siniša Mihajlović', 'Serbia', 6]
2839.['Zvonimir Vukić', 'Serbia', 5]
2840.['Danko Lazović', 'Serbia', 5]
2841.['Marko Pantelić', 'Serbia', 5]
2842.['Dušan Vlahović', 'Serbia', 5]
2843.['Slaviša Jokanović', 'Serbia', 4]
2844.['Zdravko Kuzmanović', 'Serbia', 4]
2845.['Sergej Milinković-Savić', 'Serbia', 4]
2846.['Slobodan Komljenović', 'Serbia', 3]
2847.['Saša Ilić', 'Serbia', 3]
2848.['Boško Janković', 'Serbia', 3]
2849.['Filip Đuričić', 'Serbia', 3]
2850.['Adem Ljajić', 'Serbia', 3]
2851.['Filip Kostić', 'Serbia', 3]
2852.['Nikola Milenković', 'Serbia', 3]
2853.['Miroslav Đukić', 'Serbia', 2]
2854.['Albert Nađ', 'Serbia', 2]
2855.['Darko Kovačević', 'Serbia', 2]
2856.['Ljubinko Drulović', 'Serbia', 2]
2857.['Dejan Govedarica', 'Serbia', 2]
2858.['Branko Bošković', 'Serbia', 2]
2859.['Nenad Jestrović', 'Serbia', 2]
2860.['Miloš Krasić', 'Serbia', 2]
2861.['Dorel Stoica', 'Serbia', 2]
2862.['Nenad Milijaš', 'Serbia', 2]
2863.['Nemanja Matić', 'Serbia', 2]
2864.['Mijat Gaćinović', 'Serbia', 2]
2865.['Luka Jović', 'Serbia', 2]
2866.['Nemanja Radonjić', 'Serbia', 2]
2867.['Zoran Mirković', 'Serbia', 1]
2868.['Branko Brnovic', 'Serbia', 1]
2869.['Mladen Krstajić', 'Serbia', 1]
2870.['Predrag Đorđević', 'Serbia', 1]
2871.['Nikola Lazetić', 'Serbia', 1]
2872.['Dragan Mladenović', 'Serbia', 1]
2873.['Danijel Ljuboja', 'Serbia', 1]
2874.['Ognjen Koroman', 'Serbia', 1]
2875.['Duško Tošić', 'Serbia', 1]
2876.['Milan Smiljanić', 'Serbia', 1]
2877.['Jón Rói Jacobsen', 'Serbia', 1]
2878.['Ivan Obradović', 'Serbia', 1]
2879.['Neven Subotić', 'Serbia', 1]
2880.['Miralem Sulejmani', 'Serbia', 1]
2881.['Filip Đorđević', 'Serbia', 1]
2882.['Lazar Marković', 'Serbia', 1]
2883.['Dušan Basta', 'Serbia', 1]
2884.['Stefan Šćepović', 'Serbia', 1]
2885.['Levon Hayrapetyan', 'Serbia', 1]
2886.['Luka Milivojević', 'Serbia', 1]
2887.['Aleksandar Prijović', 'Serbia', 1]
2888.['Strahinja Pavlović', 'Serbia', 1]
2889.['Henri Camara', 'Senegal', 16]
2890.['Sadio Mané', 'Senegal', 16]
2891.['El Hadji Diouf', 'Senegal', 15]
2892.['Papa Bouba Diop', 'Senegal', 8]
2893.['Ismaïla Sarr', 'Senegal', 7]
2894.['Moussa Sow', 'Senegal', 6]
2895.['Famara Diédhiou', 'Senegal', 6]
2896.['Mamadou Diallo', 'Senegal', 5]
2897.['Souleyman Sané', 'Senegal', 5]
2898.['Mamadou Niang', 'Senegal', 5]
2899.['Papiss Cissé', 'Senegal', 5]
2900.['Khalilou Fadiga', 'Senegal', 4]
2901."[""Moussa N'Diaye"", 'Senegal', 4]"
2902.['Salif Diao', 'Senegal', 4]
2903.['Jules Bocandé', 'Senegal', 3]
2904.['Abdoulaye Faye', 'Senegal', 3]
2905.['Cheikh Gueye', 'Senegal', 3]
2906.['Mame Biram Diouf', 'Senegal', 3]
2907.['Kara Mbodji', 'Senegal', 3]
2908.['Keita Baldé', 'Senegal', 3]
2909.['Idrissa Gueye', 'Senegal', 3]
2910.['Boulaye Dia', 'Senegal', 3]
2911.['Louis Camara', 'Senegal', 2]
2912.['Matar Niang', 'Senegal', 2]
2913.['Yatma Diop', 'Senegal', 2]
2914.['Yatma Diouck', 'Senegal', 2]
2915.['Alagame Seck', 'Senegal', 2]
2916.['Moussa Badiane', 'Senegal', 2]
2917.['Pape Thiaw', 'Senegal', 2]
2918.['Lamine Diatta', 'Senegal', 2]
2919.['Souleymane Camara', 'Senegal', 2]
2920."[""Dame N'Doye"", 'Senegal', 2]"
2921.['Cheikhou Kouyaté', 'Senegal', 2]
2922.['Diafra Sakho', 'Senegal', 2]
2923.['Abdou Diallo', 'Senegal', 2]
2924.['Bamba Dieng', 'Senegal', 2]
2925.['El Hadji Oumar Guèye', 'Senegal', 1]
2926.['Doudou Diongue', 'Senegal', 1]
2927.['Emile Pierre Diéme', 'Senegal', 1]
2928.['Abdoulaye Makhtar Diop', 'Senegal', 1]
2929.['Louis Gomis Diop', 'Senegal', 1]
2930.['Abdoulaye Ba', 'Senegal', 1]
2931.['Abdou Karim Sèye', 'Senegal', 1]
2932.['Thierno Youm', 'Senegal', 1]
2933.['Pape Fall', 'Senegal', 1]
2934."[""Moussa N'Dao"", 'Senegal', 1]"
2935.['Abdelhakim Serrar', 'Senegal', 1]
2936.['Victor Diagne', 'Senegal', 1]
2937.['Papa Yakhya Lette', 'Senegal', 1]
2938.['Mamadou Diarra', 'Senegal', 1]
2939.['Momath Gueye', 'Senegal', 1]
2940.['Athanas Tendeng', 'Senegal', 1]
2941.['Omar Traoré', 'Senegal', 1]
2942.['Pape Sarr', 'Senegal', 1]
2943.['Salif Keita', 'Senegal', 1]
2944."[""Abdoulaye M'Baye"", 'Senegal', 1]"
2945.['Cheikh Ba', 'Senegal', 1]
2946.['Pape Seydou Diop', 'Senegal', 1]
2947.['Habib Beye', 'Senegal', 1]
2948.['Babacar Gueye', 'Senegal', 1]
2949.['Papa Dia', 'Senegal', 1]
2950.['Issa Ba', 'Senegal', 1]
2951.['Moustapha Bayal Sall', 'Senegal', 1]
2952.['Diomansy Kamara', 'Senegal', 1]
2953.['Ibrahima Sonko', 'Senegal', 1]
2954.['Kader Mangane', 'Senegal', 1]
2955."[""Deme N'Diaye"", 'Senegal', 1]"
2956.['Ibrahima Baldé', 'Senegal', 1]
2957.['Moussa Konaté', 'Senegal', 1]
2958.['Henri Saivet', 'Senegal', 1]
2959.['Papakouli Diop', 'Senegal', 1]
2960."[""Cheikh N'Doye"", 'Senegal', 1]"
2961.['Thamsanqa Mkhize', 'Senegal', 1]
2962.['Opa Nguette', 'Senegal', 1]
2963.['Thiago Cionek', 'Senegal', 1]
2964."[""M'Baye Niang"", 'Senegal', 1]"
2965.['Moussa Wagué', 'Senegal', 1]
2966.['Krépin Diatta', 'Senegal', 1]
2967.['Habib Diallo', 'Senegal', 1]
2968.['Kalidou Koulibaly', 'Senegal', 1]
2969.['Kenny Dalglish', 'Scotland', 14]
2970.['Ally McCoist', 'Scotland', 13]
2971.['Kenny Miller', 'Scotland', 11]
2972.['John McGinn', 'Scotland', 11]
2973.['Mo Johnston', 'Scotland', 10]
2974.['John Collins', 'Scotland', 10]
2975.['James McFadden', 'Scotland', 10]
2976.['Joe Jordan', 'Scotland', 9]
2977.['Kevin Gallacher', 'Scotland', 9]
2978.['Steven Fletcher', 'Scotland', 9]
2979.['John Robertson', 'Scotland', 8]
2980.['Denis Law', 'Scotland', 7]
2981.['Paul McStay', 'Scotland', 7]
2982.['Billy Dodds', 'Scotland', 7]
2983.['Shaun Maloney', 'Scotland', 7]
2984.['Steven Naismith', 'Scotland', 7]
2985.['Jackie Mudie', 'Scotland', 6]
2986.['Colin Stein', 'Scotland', 6]
2987.['Archie Gemmill', 'Scotland', 6]
2988.['Robert Snodgrass', 'Scotland', 6]
2989.['Alan Gilzean', 'Scotland', 5]
2990.['John Wark', 'Scotland', 5]
2991.['Gordon Durie', 'Scotland', 5]
2992.['Scott Booth', 'Scotland', 5]
2993.['Davie Cooper', 'Scotland', 4]
2994.['Pat Nevin', 'Scotland', 4]
2995.['Don Hutchison', 'Scotland', 4]
2996.['Darren Fletcher', 'Scotland', 4]
2997.['Kris Boyd', 'Scotland', 4]
2998.['Leigh Griffiths', 'Scotland', 4]
2999.['Lyndon Dykes', 'Scotland', 4]
3000.['Henry Morris', 'Scotland', 3]
3001.['Ralph Brand', 'Scotland', 3]
3002."['Ian St. John', 'Scotland', 3]"
3003.['Bobby Murdoch', 'Scotland', 3]
3004."[""John O'Hare"", 'Scotland', 3]"
3005.['Gordon McQueen', 'Scotland', 3]
3006.['Gordon Strachan', 'Scotland', 3]
3007.['Charlie Nicholas', 'Scotland', 3]
3008.['Richard Gough', 'Scotland', 3]
3009.['Gary McAllister', 'Scotland', 3]
3010.['Billy McKinlay', 'Scotland', 3]
3011.['Colin Hendry', 'Scotland', 3]
3012.['John McGinlay', 'Scotland', 3]
3013.['Neil McCann', 'Scotland', 3]
3014.['Christian Dailly', 'Scotland', 3]
3015.['James McArthur', 'Scotland', 3]
3016.['Chris Martin', 'Scotland', 3]
3017.['Ché Adams', 'Scotland', 3]
3018.['William Waddell', 'Scotland', 2]
3019.['Lawrence Reilly', 'Scotland', 2]
3020.['Charlie Fleming', 'Scotland', 2]
3021.['Allan Brown', 'Scotland', 2]
3022.['David Herd', 'Scotland', 2]
3023.['Alex Young', 'Scotland', 2]
3024.['John Greig', 'Scotland', 2]
3025.['Billy McNeill', 'Scotland', 2]
3026.['Bobby Lennox', 'Scotland', 2]
3027.['Ronnie McKinnon', 'Scotland', 2]
3028.['Billy Bremner', 'Scotland', 2]
3029.['Joe Harper', 'Scotland', 2]
3030.['Peter Lorimer', 'Scotland', 2]
3031.['Bruce Rioch', 'Scotland', 2]
3032.['Andy Gray', 'Scotland', 2]
3033.['Steve Archibald', 'Scotland', 2]
3034.['Paul Sturrock', 'Scotland', 2]
3035.['Brian McClair', 'Scotland', 2]
3036.['Eoin Jess', 'Scotland', 2]
3037.['Tom Boyd', 'Scotland', 2]
3038.['Janek Meet', 'Scotland', 2]
3039.['David Hopkin', 'Scotland', 2]
3040.['Craig Burley', 'Scotland', 2]
3041.['Allan Johnston', 'Scotland', 2]
3042.['Colin Cameron', 'Scotland', 2]
3043.['Barry Ferguson', 'Scotland', 2]
3044."[""Garry O'Connor"", 'Scotland', 2]"
3045.['Stephen McManus', 'Scotland', 2]
3046.['Grant Hanley', 'Scotland', 2]
3047.['Ikechi Anya', 'Scotland', 2]
3048.['Stuart Armstrong', 'Scotland', 2]
3049.['Andrew Robertson', 'Scotland', 2]
3050.['Ryan Christie', 'Scotland', 2]
3051.['Ryan Fraser', 'Scotland', 2]
3052.['Callum McGregor', 'Scotland', 2]
3053.['Billy Steel', 'Scotland', 1]
3054.['Jimmy Mason', 'Scotland', 1]
3055.['John McPhail', 'Scotland', 1]
3056.['Alexander Linwood', 'Scotland', 1]
3057.['Jackie Henderson', 'Scotland', 1]
3058.['Bobby Johnstone', 'Scotland', 1]
3059.['Willie Ormond', 'Scotland', 1]
3060.['John Hewie', 'Scotland', 1]
3061.['Tommy Ring', 'Scotland', 1]
3062.['Gordon Smith', 'Scotland', 1]
3063.['Archie Robertson', 'Scotland', 1]
3064.['Alex Scott', 'Scotland', 1]
3065.['Jimmy Murray', 'Scotland', 1]
3066.['Bobby Collins', 'Scotland', 1]
3067.['Sammy Baird', 'Scotland', 1]
3068.['Stevie Chalmers', 'Scotland', 1]
3069.['Dave Gibson', 'Scotland', 1]
3070.['Davie Wilson', 'Scotland', 1]
3071.['Jim McCalliog', 'Scotland', 1]
3072.['John Hughes', 'Scotland', 1]
3073.['Eddie Gray', 'Scotland', 1]
3074.['Willie Henderson', 'Scotland', 1]
3075.['Tommy Gemmell', 'Scotland', 1]
3076.['Jimmy Johnstone', 'Scotland', 1]
3077.['Lou Macari', 'Scotland', 1]
3078.['Jimmy Bone', 'Scotland', 1]
3079.['Willie Morgan', 'Scotland', 1]
3080.['Jim Holton', 'Scotland', 1]
3081.['Ted MacDougall', 'Scotland', 1]
3082.['Asa Hartford', 'Scotland', 1]
3083.['Don Masson', 'Scotland', 1]
3084.['Andranik Eskandarian', 'Scotland', 1]
3085.['David Provan', 'Scotland', 1]
3086.['David Narey', 'Scotland', 1]
3087.['Graeme Souness', 'Scotland', 1]
3088.['Eamonn Bannon', 'Scotland', 1]
3089.['Jim Bett', 'Scotland', 1]
3090.['Frank McAvennie', 'Scotland', 1]
3091.['Gary Mackay', 'Scotland', 1]
3092.['Stuart McCall', 'Scotland', 1]
3093.['Duncan Shearer', 'Scotland', 1]
3094.['Colin Calderwood', 'Scotland', 1]
3095.['Fabio Francini', 'Scotland', 1]
3096.['Darren Jackson', 'Scotland', 1]
3097.['Paul Ritchie', 'Scotland', 1]
3098.['Gary McSwegan', 'Scotland', 1]
3099.['Dougie Freedman', 'Scotland', 1]
3100.['David Weir', 'Scotland', 1]
3101.['Paul Lambert', 'Scotland', 1]
3102.['Gary Naysmith', 'Scotland', 1]
3103.['Lee Wilkie', 'Scotland', 1]
3104.['Paul Dickov', 'Scotland', 1]
3105.['Steven Thompson', 'Scotland', 1]
3106.['Paul Hartley', 'Scotland', 1]
3107.['Gary Caldwell', 'Scotland', 1]
3108.['Craig Beattie', 'Scotland', 1]
3109.['Lee McCulloch', 'Scotland', 1]
3110.['Kirk Broadfoot', 'Scotland', 1]
3111.['Ross McCormack', 'Scotland', 1]
3112.['Scott Brown', 'Scotland', 1]
3113.['Craig Mackail-Smith', 'Scotland', 1]
3114.['David Goodwillie', 'Scotland', 1]
3115.['James Morrison', 'Scotland', 1]
3116.['Akaki Khubutia', 'Scotland', 1]
3117.['Matt Ritchie', 'Scotland', 1]
3118.['Christophe Berra', 'Scotland', 1]
3119.['Kenny McLean', 'Scotland', 1]
3120.['Johnny Russell', 'Scotland', 1]
3121.['Oliver Burke', 'Scotland', 1]
3122.['Lawrence Shankland', 'Scotland', 1]
3123.['Stuart Findlay', 'Scotland', 1]
3124.['Scott McTominay', 'Scotland', 1]
3125.['Nathan Patterson', 'Scotland', 1]
3126.['John Souttar', 'Scotland', 1]
3127.['Sami Al-Jaber', 'Saudi Arabia', 21]
3128.['Mohammad Al-Sahlawi', 'Saudi Arabia', 19]
3129.['Talal Al-Meshal', 'Saudi Arabia', 17]
3130.['Khaled Massad', 'Saudi Arabia', 14]
3131.['Yasser Al-Qahtani', 'Saudi Arabia', 14]
3132.['Obeid Al-Dosari', 'Saudi Arabia', 13]
3133.['Salem Al-Dawsari', 'Saudi Arabia', 13]
3134.['Majed Abdullah', 'Saudi Arabia', 11]
3135.['Saeed Al-Owairan', 'Saudi Arabia', 11]
3136.['Fahad Al-Mehallel', 'Saudi Arabia', 10]
3137.['Fahad Al-Muwallad', 'Saudi Arabia', 10]
3138.['Mohammad Al-Shalhoub', 'Saudi Arabia', 9]
3139.['Yousuf Al-Thunayan', 'Saudi Arabia', 8]
3140.['Marzouk Al-Otaibi', 'Saudi Arabia', 8]
3141.['Taisir Al-Jassim', 'Saudi Arabia', 8]
3142.['Fahad Al-Bishi', 'Saudi Arabia', 7]
3143.['Nasser Al-Shamrani', 'Saudi Arabia', 7]
3144.['Saad Al-Harthi', 'Saudi Arabia', 6]
3145.['Nawaf Al-Abed', 'Saudi Arabia', 6]
3146.['Salman Al-Faraj', 'Saudi Arabia', 6]
3147.['Abdullah Bin Shehan', 'Saudi Arabia', 5]
3148.['Malek Mouath', 'Saudi Arabia', 5]
3149.['Naif Hazazi', 'Saudi Arabia', 5]
3150.['Yahya Al-Shehri', 'Saudi Arabia', 5]
3151.['Ibrahim Al-Shahrani', 'Saudi Arabia', 4]
3152.['Nawaf Al-Temyat', 'Saudi Arabia', 4]
3153."[""Mohaisen Al-Jam'an"", 'Saudi Arabia', 3]"
3154.['Ahmed Jamil Madani', 'Saudi Arabia', 3]
3155.['Hamzah Idris Falatah', 'Saudi Arabia', 3]
3156.['Khalid Al-Temawi', 'Saudi Arabia', 3]
3157.['Hussein Abdulghani', 'Saudi Arabia', 3]
3158.['Ibrahim Sowed', 'Saudi Arabia', 3]
3159.['Mohammed Noor', 'Saudi Arabia', 3]
3160.['Osama Hawsawi', 'Saudi Arabia', 3]
3161.['Redha Tukar', 'Saudi Arabia', 3]
3162.['Abdoh Otaif', 'Saudi Arabia', 3]
3163.['Firas Al-Buraikan', 'Saudi Arabia', 3]
3164.['Saud Jassem', 'Saudi Arabia', 2]
3165.['Abdullah Al-Dosari', 'Saudi Arabia', 2]
3166.['Fuad Anwar', 'Saudi Arabia', 2]
3167.['Ibrahim Suwayed', 'Saudi Arabia', 2]
3168.['Mohammed Al-Khilaiwi', 'Saudi Arabia', 2]
3169.['Abdullah Al-Waked', 'Saudi Arabia', 2]
3170.['Hamad Al-Montashari', 'Saudi Arabia', 2]
3171.['Ahmed Al-Mousa', 'Saudi Arabia', 2]
3172.['Ahmed Al-Fraidi', 'Saudi Arabia', 2]
3173.['Osama Al-Muwallad', 'Saudi Arabia', 2]
3174.['Hattan Bahebri', 'Saudi Arabia', 2]
3175.['Abdulfattah Asiri', 'Saudi Arabia', 2]
3176.['Yasser Al-Shahrani', 'Saudi Arabia', 2]
3177.['Sami Al-Najei', 'Saudi Arabia', 2]
3178.['Samir Sultan Al Fahad', 'Saudi Arabia', 1]
3179.['Saoud Al Gassem Mohammed Bo Saeed', 'Saudi Arabia', 1]
3180.['Mohammed Abdul Ghani', 'Saudi Arabia', 1]
3181.['Amin Dabo', 'Saudi Arabia', 1]
3182.['Shaye Al Nafeesah', 'Saudi Arabia', 1]
3183.['Yousef Aboloya', 'Saudi Arabia', 1]
3184.['Ahmed Al Nifawi', 'Saudi Arabia', 1]
3185.['Saleh Khalifa Al-Dosari', 'Saudi Arabia', 1]
3186.['Mohammed Abduljawad', 'Saudi Arabia', 1]
3187.['Shahin Bayani', 'Saudi Arabia', 1]
3188.['Shaye Al-Nafisah', 'Saudi Arabia', 1]
3189.['Saleh Al-Mutlaq', 'Saudi Arabia', 1]
3190.['Mohamed Al-Suwaiyed Shehrani', 'Saudi Arabia', 1]
3191."[""Yousuf Jazea'a"", 'Saudi Arabia', 1]"
3192.['Mohammed Al-Suwaiti', 'Saudi Arabia', 1]
3193.['Fahad Al-Musaibeah', 'Saudi Arabia', 1]
3194.['Saado Al-Suwaiti', 'Saudi Arabia', 1]
3195.['Mansour Al-Muainea', 'Saudi Arabia', 1]
3196.['Mansour Al-Mousa', 'Saudi Arabia', 1]
3197.['Hamzah Idris', 'Saudi Arabia', 1]
3198.['Fahad Al-Ghesheyan', 'Saudi Arabia', 1]
3199.['Abdulaziz Al-Dosari', 'Saudi Arabia', 1]
3200.['Khamis Al-Zahrani', 'Saudi Arabia', 1]
3201.['Ryuzo Morioka', 'Saudi Arabia', 1]
3202.['Mohsin Harthi', 'Saudi Arabia', 1]
3203.['Al Hasan Al-Yami', 'Saudi Arabia', 1]
3204.['Abdullah Jumaan Al-Dosari', 'Saudi Arabia', 1]
3205.['Ibrahim Al-Harbi', 'Saudi Arabia', 1]
3206.['Fahad Fallata', 'Saudi Arabia', 1]
3207.['Saud Khariri', 'Saudi Arabia', 1]
3208.['Mohammed Al-Anbar', 'Saudi Arabia', 1]
3209.['Abdulrahman Al-Qahtani', 'Saudi Arabia', 1]
3210.['Fares Juma', 'Saudi Arabia', 1]
3211.['Hassan Fallatah', 'Saudi Arabia', 1]
3212.['Omar Hawsawi', 'Saudi Arabia', 1]
3213.['Tanaboon Kesarat', 'Saudi Arabia', 1]
3214.['Salman Al-Moasher', 'Saudi Arabia', 1]
3215.['Mohammed Al-Fatil', 'Saudi Arabia', 1]
3216.['Housain Al-Mogahwi', 'Saudi Arabia', 1]
3217.['Abdullah Al-Hamdan', 'Saudi Arabia', 1]
3218.['Ali Al-Hassan', 'Saudi Arabia', 1]
3219.['Andy Selva', 'San Marino', 7]
3220.['Mauro Valentini', 'San Marino', 2]
3221.['Mattia Stefanelli', 'San Marino', 2]
3222.['Valdes Pasolini', 'San Marino', 1]
3223.['Nicola Bacciocchi', 'San Marino', 1]
3224.['Davide Gualtieri', 'San Marino', 1]
3225.['Pier Domenico Della Valle', 'San Marino', 1]
3226.['Nicola Albani', 'San Marino', 1]
3227.['Manuel Marani', 'San Marino', 1]
3228.['Matteo Vitaioli', 'San Marino', 1]
3229.['Mirko Palazzi', 'San Marino', 1]
3230.['Filippo Berardi', 'San Marino', 1]
3231.['Nicola Nanni', 'San Marino', 1]
3232."[""Desmond Fa'aiuaso"", 'Samoa', 5]"
3233.['Junior Michael', 'Samoa', 3]
3234.['Ben Lemana', 'Samoa', 2]
3235.['Tama Fasavalu', 'Samoa', 2]
3236.['Luki Gosche', 'Samoa', 2]
3237.['Silao Malo', 'Samoa', 2]
3238.['Andrew Mobberley', 'Samoa', 2]
3239.['Johnny Hall', 'Samoa', 2]
3240."['T. Tapunuu', 'Samoa', 1]"
3241.['Michael Junior Palusami', 'Samoa', 1]
3242.['Lisi Leututu', 'Samoa', 1]
3243.['Dominic Gabriel', 'Samoa', 1]
3244.['Dennis Bryce', 'Samoa', 1]
3245.['Albert Bell', 'Samoa', 1]
3246.['Shaun Easthope', 'Samoa', 1]
3247.['Faitalia Hamilton-Pama', 'Samoa', 1]
3248.['Rodney Jack', 'Saint Vincent and the Grenadines', 10]
3249.['James Chewitt', 'Saint Vincent and the Grenadines', 7]
3250.['Alwyn Guy', 'Saint Vincent and the Grenadines', 6]
3251.['Oalex Anderson', 'Saint Vincent and the Grenadines', 6]
3252.['Kendall Velox', 'Saint Vincent and the Grenadines', 5]
3253.['Shandel Samuel', 'Saint Vincent and the Grenadines', 5]
3254.['Tevin Slater', 'Saint Vincent and the Grenadines', 5]
3255.['Andre Hinds', 'Saint Vincent and the Grenadines', 4]
3256.['Marlon James', 'Saint Vincent and the Grenadines', 4]
3257.['Myron Samuel', 'Saint Vincent and the Grenadines', 4]
3258.['Cornelius Stewart', 'Saint Vincent and the Grenadines', 3]
3259.['Curtis Joseph', 'Saint Vincent and the Grenadines', 2]
3260.['Wesley Charles', 'Saint Vincent and the Grenadines', 2]
3261.['Kenlyn Gonsalves', 'Saint Vincent and the Grenadines', 2]
3262.['Renson Haynes', 'Saint Vincent and the Grenadines', 2]
3263.['Alphonsus Brown', 'Saint Vincent and the Grenadines', 1]
3264.['Francis Dupont', 'Saint Vincent and the Grenadines', 1]
3265.['Marlos Huggins', 'Saint Vincent and the Grenadines', 1]
3266.['Angel Mussenden', 'Saint Vincent and the Grenadines', 1]
3267.['Christopher Harry', 'Saint Vincent and the Grenadines', 1]
3268.['Everad Sam', 'Saint Vincent and the Grenadines', 1]
3269.['Phillip Skeal', 'Saint Vincent and the Grenadines', 1]
3270.['Vincent John', 'Saint Vincent and the Grenadines', 1]
3271.['Jamal Ballantyne', 'Saint Vincent and the Grenadines', 1]
3272.['Carlos Alonso', 'Saint Vincent and the Grenadines', 1]
3273.['Nazir McBurnette', 'Saint Vincent and the Grenadines', 1]
3274.['Zidane Sam', 'Saint Vincent and the Grenadines', 1]
3275.['Azinho Solomon', 'Saint Vincent and the Grenadines', 1]
3276.['Earl Jean', 'Saint Lucia', 5]
3277.['Titus Elva', 'Saint Lucia', 3]
3278.['Cliff Magnam Valcin', 'Saint Lucia', 3]
3279.['Jamil Joseph', 'Saint Lucia', 3]
3280.['Sheldon Emmanuel', 'Saint Lucia', 2]
3281.['Jarvin Skeete', 'Saint Lucia', 2]
3282.['Kenwin McPhee', 'Saint Lucia', 2]
3283.['Kurt Frederick', 'Saint Lucia', 2]
3284.['Tremain Paul', 'Saint Lucia', 2]
3285.['Renne Regis', 'Saint Lucia', 1]
3286.['Elijah Joseph', 'Saint Lucia', 1]
3287.['Andy Baptiste', 'Saint Lucia', 1]
3288.['Gilbert Nyhime', 'Saint Lucia', 1]
3289.['Kevin Edward', 'Saint Lucia', 1]
3290.['Zaine Pierre', 'Saint Lucia', 1]
3291.['David Henry', 'Saint Lucia', 1]
3292.['Troy Greenidge', 'Saint Lucia', 1]
3293.['Ian Lake', 'Saint Kitts and Nevis', 10]
3294.['Keith Gumbs', 'Saint Kitts and Nevis', 7]
3295.['George Isaac', 'Saint Kitts and Nevis', 6]
3296.['Orlando Mitchum', 'Saint Kitts and Nevis', 5]
3297.['Keithroy Freeman', 'Saint Kitts and Nevis', 4]
3298.['Dwight Allers Kelley', 'Saint Kitts and Nevis', 3]
3299.['Alexis Saddler', 'Saint Kitts and Nevis', 3]
3300.['Austin Huggins', 'Saint Kitts and Nevis', 3]
3301.['Harry Panayiotou', 'Saint Kitts and Nevis', 3]
3302.['Vernon Sargeant', 'Saint Kitts and Nevis', 2]
3303.['Leroy Francis', 'Saint Kitts and Nevis', 2]
3304.['John Smith', 'Saint Kitts and Nevis', 2]
3305.['Calum Willock', 'Saint Kitts and Nevis', 2]
3306.['Atiba Harris', 'Saint Kitts and Nevis', 2]
3307.['Thrizen Leader', 'Saint Kitts and Nevis', 2]
3308.['Joash Leader', 'Saint Kitts and Nevis', 2]
3309.['Romaine Sawyers', 'Saint Kitts and Nevis', 2]
3310.['Larrymore Bedford', 'Saint Kitts and Nevis', 1]
3311.['Michael Crawford', 'Saint Kitts and Nevis', 1]
3312.['Adam Newton', 'Saint Kitts and Nevis', 1]
3313.['Darryl Gomez', 'Saint Kitts and Nevis', 1]
3314.['Gerard Williams', 'Saint Kitts and Nevis', 1]
3315.['Jevon Francis', 'Saint Kitts and Nevis', 1]
3316.['Devaughn Elliott', 'Saint Kitts and Nevis', 1]
3317.['Tishan Hanley', 'Saint Kitts and Nevis', 1]
3318."[""Errol O'Loughlin"", 'Saint Kitts and Nevis', 1]"
3319.['Ryan Robbins', 'Saint Kitts and Nevis', 1]
3320.['Vinceroy Nelson', 'Saint Kitts and Nevis', 1]
3321.['Rowan Liburd', 'Saint Kitts and Nevis', 1]
3322.['Omari Sterling-James', 'Saint Kitts and Nevis', 1]
3323.['Herbert Binkert', 'Saarland', 1]
3324.['Werner Otto', 'Saarland', 1]
3325.['Gerhard Siedl', 'Saarland', 1]
3326.['Herbert Martin', 'Saarland', 1]
3327.['Saïd Makasi', 'Rwanda', 5]
3328.['Meddie Kagere', 'Rwanda', 5]
3329.['Olivier Karekezi', 'Rwanda', 4]
3330.['Labama Bokota', 'Rwanda', 4]
3331.['Abedi Saïd', 'Rwanda', 3]
3332.['Jacques Tuyisenge', 'Rwanda', 3]
3333.['Jean Lomami', 'Rwanda', 2]
3334.['Muhadjiri Hakizimana', 'Rwanda', 2]
3335.['Yannick Mukunzi', 'Rwanda', 2]
3336.['Leon Mupenzi', 'Rwanda', 1]
3337.['Hassan Mili', 'Rwanda', 1]
3338.['Julien Nsengiyumva', 'Rwanda', 1]
3339.['Joao Rafael Elias', 'Rwanda', 1]
3340.['João Elias', 'Rwanda', 1]
3341.['Karim Kamanzi', 'Rwanda', 1]
3342.['Jimmy Mulisa', 'Rwanda', 1]
3343.['Jimmy Gatete', 'Rwanda', 1]
3344.['Zvenyika Makonese', 'Rwanda', 1]
3345.['Bobo Bola', 'Rwanda', 1]
3346.['Patrick Mutesa Mafisango', 'Rwanda', 1]
3347.['Elias Uzamukunda', 'Rwanda', 1]
