rank.['player', 'country', 'goals']
1.['Peter Ndlovu', 'Zimbabwe', 14]
2.['Agent Sawu', 'Zimbabwe', 7]
3.['Adam Ndlovu', 'Zimbabwe', 5]
4.['Vitalis Takawira', 'Zimbabwe', 5]
5.['Benjani Mwaruwari', 'Zimbabwe', 5]
6.['Knowledge Musona', 'Zimbabwe', 5]
7.['Shingayi Kaondera', 'Zimbabwe', 4]
8.['Kudakwashe Mahachi', 'Zimbabwe', 3]
9.['Bobby Chalmers', 'Zimbabwe', 2]
10.['Esrom Nyandoro', 'Zimbabwe', 2]
11.['Gilbert Mushangazhike', 'Zimbabwe', 2]
12.['Khama Billiat', 'Zimbabwe', 2]
13.['David Muchineripi', 'Zimbabwe', 1]
14.['Hamada Sedki', 'Zimbabwe', 1]
15.['Stanley Ndunduma', 'Zimbabwe', 1]
16.['Henry McKop', 'Zimbabwe', 1]
17.['Cloudious Zviripayi', 'Zimbabwe', 1]
18.['Kennedy Chihuri', 'Zimbabwe', 1]
19.['Edelbert Dinha', 'Zimbabwe', 1]
20.['Nqobizitha Ncube', 'Zimbabwe', 1]
21.['Luke Jukulile', 'Zimbabwe', 1]
22.['Edzai Kasinauyo', 'Zimbabwe', 1]
23.['Blessing Makunike', 'Zimbabwe', 1]
24.['Master Masiku', 'Zimbabwe', 1]
25.['Kaitano Tembo', 'Zimbabwe', 1]
26.['George Mbwando', 'Zimbabwe', 1]
27.['Joel Lupahla', 'Zimbabwe', 1]
28.['Slimane Raho', 'Zimbabwe', 1]
29.['Tinashe Nengomasha', 'Zimbabwe', 1]
30.['Ashley Rambanapasi', 'Zimbabwe', 1]
31.['Issah Gabriel Ahmed', 'Zimbabwe', 1]
32.['Cuthbert Malajila', 'Zimbabwe', 1]
33.['Lincoln Zvasiya', 'Zimbabwe', 1]
34.['Masimba Mambare', 'Zimbabwe', 1]
35.['Nyasha Mushekwi', 'Zimbabwe', 1]
36.['Tendai Ndoro', 'Zimbabwe', 1]
37.['Marshall Munetsi', 'Zimbabwe', 1]
38.['Admiral Muskwe', 'Zimbabwe', 1]
39.['Ishmael Wadi', 'Zimbabwe', 1]
40.['Kalusha Bwalya', 'Zambia', 19]
41.['Collins Mbesuma', 'Zambia', 10]
42.['Christopher Katongo', 'Zambia', 10]
43.['Godfrey Chitalu', 'Zambia', 8]
44.['Bernard Chanda', 'Zambia', 7]
45.['Dennis Lota', 'Zambia', 7]
46.['Jacob Mulenga', 'Zambia', 7]
47.['Johnson Bwalya', 'Zambia', 5]
48.['Kenneth Malitoli', 'Zambia', 5]
49.['Harry Milanzi', 'Zambia', 5]
50.['Fashion Sakala', 'Zambia', 5]
51.['Brighton Sinyangwe', 'Zambia', 4]
52.['Obby Kapita', 'Zambia', 4]
53.['Michael Chabala', 'Zambia', 4]
54.['Kelvin Mutale', 'Zambia', 4]
55.['Elijah Litana', 'Zambia', 4]
56.['James Chamanga', 'Zambia', 4]
57.['Emmanuel Mayuka', 'Zambia', 4]
58.['Emment Kapengwe', 'Zambia', 3]
59.['Joseph Mapulanga', 'Zambia', 3]
60.['Freddie Mwila', 'Zambia', 3]
61.['Moses Simwala', 'Zambia', 3]
62.['Simon Kaushi', 'Zambia', 3]
63.['Peter Kaumba', 'Zambia', 3]
64.['Rotson Kilambe', 'Zambia', 3]
65.['Chaswe Nsofwa', 'Zambia', 3]
66.['Elijah Tana', 'Zambia', 3]
67.['Gift Kampamba', 'Zambia', 3]
68.['Rainford Kalaba', 'Zambia', 3]
69.['Brian Mwila', 'Zambia', 3]
70.['Patson Daka', 'Zambia', 3]
71.['Willie Phiri', 'Zambia', 2]
72.['Alex Chola', 'Zambia', 2]
73.['Bizwell Phiri', 'Zambia', 2]
74.['Geofrey Munshya', 'Zambia', 2]
75.['Aaron Njovu', 'Zambia', 2]
76.['Lucky Msiska', 'Zambia', 2]
77.['Jones Chilengi', 'Zambia', 2]
78.['Derby Makinka', 'Zambia', 2]
79.['Charly Musonda', 'Zambia', 2]
80.['Webster Chikabala', 'Zambia', 2]
81.['Moses Chikwalakwala', 'Zambia', 2]
82.['Vincent Mutale', 'Zambia', 2]
83.['Andrew Tembo', 'Zambia', 2]
84.['Frazer Kamwandi', 'Zambia', 2]
85.['Jones Mwewa', 'Zambia', 2]
86.['Charles Lota', 'Zambia', 2]
87.['Dadley Fichite', 'Zambia', 2]
88.['Mumamba Numba', 'Zambia', 2]
89.['Ignatius Lwipa', 'Zambia', 2]
90.['Nchimunya Mweetwa', 'Zambia', 2]
91.['Felix Katongo', 'Zambia', 2]
92.['Winston Kalengo', 'Zambia', 2]
93.['Enock Mwepu', 'Zambia', 2]
94.['Sandy Kaposa', 'Zambia', 1]
95.['Dickson Makwaza', 'Zambia', 1]
96.['Burton Mugala', 'Zambia', 1]
97.['Boniface Simutowe', 'Zambia', 1]
98.['Jack Chamangwana', 'Zambia', 1]
99.['Patrick Phiri', 'Zambia', 1]
100.['Pele Kaimana', 'Zambia', 1]
101.['Emmanuel Musonda', 'Zambia', 1]
102.['Peter Fregene', 'Zambia', 1]
103.['Fanny Hangunyu', 'Zambia', 1]
104.['Witson Nyirenda', 'Zambia', 1]
105.['Linos Makwaza', 'Zambia', 1]
106.['Mumba Mwila', 'Zambia', 1]
107.['Albert Bwalya', 'Zambia', 1]
108.['Wisdom Mumba Chansa', 'Zambia', 1]
109.['Kenan Simambe', 'Zambia', 1]
110.['Timothy Mwitwa', 'Zambia', 1]
111.['Gibby Mbasela', 'Zambia', 1]
112.['Evans Sakala', 'Zambia', 1]
113.['Zeddy Saileti', 'Zambia', 1]
114.['Mordon Malitoli', 'Zambia', 1]
115.['Hillary Makasa', 'Zambia', 1]
116.['Mwape Miti', 'Zambia', 1]
117.['Tenant Chilumba', 'Zambia', 1]
118.['Masauso Tembo', 'Zambia', 1]
119.['Laughter Chilembe', 'Zambia', 1]
120.['Andrew Sinkala', 'Zambia', 1]
121.['Chalwe Kunda', 'Zambia', 1]
122.['Linos Chalwe', 'Zambia', 1]
123.['Francis Kasonde', 'Zambia', 1]
124.['Stophira Sunzu', 'Zambia', 1]
125.['Kennedy Mweene', 'Zambia', 1]
126.['Nathan Sinkala', 'Zambia', 1]
127.['Given Singuluma', 'Zambia', 1]
128.['Lubambo Musonda', 'Zambia', 1]
129.['Prince Mumba', 'Zambia', 1]
130.['Davor Šuker', 'Yugoslavia', 32]
131.['Zlatko Vujović', 'Yugoslavia', 18]
132.['Milan Galić', 'Yugoslavia', 17]
133.['Dragan Džajić', 'Yugoslavia', 15]
134.['Dejan Savićević', 'Yugoslavia', 14]
135.['Darko Pančev', 'Yugoslavia', 13]
136.['Dragan Stojković', 'Yugoslavia', 11]
137.['Robert Prosinečki', 'Yugoslavia', 10]
138.['Safet Sušić', 'Yugoslavia', 9]
139.['Zvonimir Boban', 'Yugoslavia', 9]
140.['Dražan Jerković', 'Yugoslavia', 8]
141.['Ivica Šurjak', 'Yugoslavia', 8]
142.['Slaven Zambata', 'Yugoslavia', 7]
143.['Željko Čajkovski', 'Yugoslavia', 6]
144.['Vahidin Musemić', 'Yugoslavia', 6]
145.['Dušan Bajević', 'Yugoslavia', 6]
146.['Vladimir Petrović', 'Yugoslavia', 5]
147.['Srečko Katanec', 'Yugoslavia', 5]
148.['Stjepan Bobek', 'Yugoslavia', 4]
149.['Miloš Milutinović', 'Yugoslavia', 4]
150.['Todor Veselinović', 'Yugoslavia', 4]
151.['Muhamed Mujić', 'Yugoslavia', 4]
152.['Bora Kostić', 'Yugoslavia', 4]
153.['Josip Skoblar', 'Yugoslavia', 4]
154.['Josip Bukal', 'Yugoslavia', 4]
155.['Stanislav Karasi', 'Yugoslavia', 4]
156.['Vahid Halilhodžić', 'Yugoslavia', 4]
157.['Fadil Vokrri', 'Yugoslavia', 4]
158.['Faruk Hadžibegić', 'Yugoslavia', 4]
159.['Ivan Bek', 'Yugoslavia', 3]
160.['Blagoje Marjanović', 'Yugoslavia', 3]
161.['Milutin Pajević', 'Yugoslavia', 3]
162.['Aleksandar Petaković', 'Yugoslavia', 3]
163.['Dragoslav Šekularac', 'Yugoslavia', 3]
164.['Ivica Osim', 'Yugoslavia', 3]
165.['Ilija Petković', 'Yugoslavia', 3]
166.['Branko Oblak', 'Yugoslavia', 3]
167.['Zlatko Kranjčar', 'Yugoslavia', 3]
168.['Mehmed Baždarević', 'Yugoslavia', 3]
169.['Vladimir Jugović', 'Yugoslavia', 3]
170.['Đorđe Vujadinović', 'Yugoslavia', 2]
171.['Vladimir Kragić', 'Yugoslavia', 2]
172.['Marko Valok', 'Yugoslavia', 2]
173.['Prvoslav Mihajlović', 'Yugoslavia', 2]
174.['Kosta Tomašević', 'Yugoslavia', 2]
175.['Branko Zebec', 'Yugoslavia', 2]
176.['Zvezdan Čebinac', 'Yugoslavia', 2]
177.['Petar Radaković', 'Yugoslavia', 2]
178.['Velibor Vasović', 'Yugoslavia', 2]
179.['Edin Sprečo', 'Yugoslavia', 2]
180.['Metodije Spasovski', 'Yugoslavia', 2]
181.['Jurica Jerković', 'Yugoslavia', 2]
182.['Zoran Filipović', 'Yugoslavia', 2]
183.['Vladislav Bogićević', 'Yugoslavia', 2]
184.['Momčilo Vukotić', 'Yugoslavia', 2]
185.['Ivan Buljan', 'Yugoslavia', 2]
186.['Danilo Popivoda', 'Yugoslavia', 2]
187.['Dušan Savić', 'Yugoslavia', 2]
188.['Dragan Pantelić', 'Yugoslavia', 2]
189.['Ivan Gudelj', 'Yugoslavia', 2]
190.['Ljubomir Radanović', 'Yugoslavia', 2]
191.['Miloš Šestić', 'Yugoslavia', 2]
192.['Davor Jozić', 'Yugoslavia', 2]
193.['Robert Jarni', 'Yugoslavia', 2]
194.['Aleksandar Tirnanić', 'Yugoslavia', 1]
195.['Božidar Senčar', 'Yugoslavia', 1]
196.['Zlatko Čajkovski', 'Yugoslavia', 1]
197.['Rajko Mitić', 'Yugoslavia', 1]
198.['Tihomir Ognjanov', 'Yugoslavia', 1]
199.['Frane Matošić', 'Yugoslavia', 1]
200.['Dobrosav Krstić', 'Yugoslavia', 1]
201.['Radivoje Ognjanović', 'Yugoslavia', 1]
202.['Zdravko Rajkov', 'Yugoslavia', 1]
203.['Lazar Tasić', 'Yugoslavia', 1]
204.['Ante Žanetić', 'Yugoslavia', 1]
205.['Tomislav Knez', 'Yugoslavia', 1]
206.['Tomislav Kaloperović', 'Yugoslavia', 1]
207.['Vojislav Melić', 'Yugoslavia', 1]
208.['Vladica Kovačević', 'Yugoslavia', 1]
209.['Džemaludin Mušović', 'Yugoslavia', 1]
210.['Vojin Lazarević', 'Yugoslavia', 1]
211.['Miroslav Pavlović', 'Yugoslavia', 1]
212.['Denijal Pirić', 'Yugoslavia', 1]
213.['Rudolf Belin', 'Yugoslavia', 1]
214.['Jovan Aćimović', 'Yugoslavia', 1]
215.['Zvonko Ivezić', 'Yugoslavia', 1]
216.['Franjo Vladić', 'Yugoslavia', 1]
217.['Drago Vabec', 'Yugoslavia', 1]
218.['Dražen Mužinić', 'Yugoslavia', 1]
219.['Aleksandar Trifunović', 'Yugoslavia', 1]
220.['Damir Desnica', 'Yugoslavia', 1]
221.['Blaž Slišković', 'Yugoslavia', 1]
222.['Zoran Vujović', 'Yugoslavia', 1]
223.['Edhem Šljivo', 'Yugoslavia', 1]
224.['Predrag Pašić', 'Yugoslavia', 1]
225.['Nenad Stojković', 'Yugoslavia', 1]
226.['Zvezdan Cvetković', 'Yugoslavia', 1]
227.['Zvonko Živković', 'Yugoslavia', 1]
228.['Miodrag Ješić', 'Yugoslavia', 1]
229.['Milko Djurovski', 'Yugoslavia', 1]
230.['Haris Škoro', 'Yugoslavia', 1]
231.['Predrag Spasić', 'Yugoslavia', 1]
232.['Gary Gillespie', 'Yugoslavia', 1]
233.['Vujadin Stanojković', 'Yugoslavia', 1]
234.['Dragiša Binić', 'Yugoslavia', 1]
235.['Ilija Najdoski', 'Yugoslavia', 1]
236.['Zoran Vulić', 'Yugoslavia', 1]
237.['Vladan Lukić', 'Yugoslavia', 1]
238.['Wagdan Mahmoud Shadli', 'Yemen DPR', 3]
239.['Abubakar Al-Mass', 'Yemen DPR', 1]
240.['Tariq Abdullah Kassim', 'Yemen DPR', 1]
241.['Adnan Ahmed Al-Sabbou', 'Yemen DPR', 1]
242.['Saleh Al-Shehri', 'Yemen', 9]
243.['Ali Al-Nono', 'Yemen', 7]
244.['Omar Al Ariki', 'Yemen', 5]
245.['Adel Al-Salimi', 'Yemen', 5]
246.['Abdulsalam Al Ghurbani', 'Yemen', 3]
247.['Omar Mubarak', 'Yemen', 2]
248.['Mohamed Hassan Abdullah', 'Yemen', 2]
249.['Ahmed Abdul Karim Al-Brid', 'Yemen', 2]
250.['Abdulwasea Al-Matari', 'Yemen', 2]
251.['Ahmed Al-Sarori', 'Yemen', 2]
252.['Mohsen Qarawi', 'Yemen', 2]
253.['Omar Al-Dahi', 'Yemen', 2]
254.['Abdulnaser Abbas', 'Yemen', 1]
255.['Ahmed Bareed', 'Yemen', 1]
256.['Asam Duraiban', 'Yemen', 1]
257.['Saleh Rabiah Ben', 'Yemen', 1]
258.['Sharaf Mahfood', 'Yemen', 1]
259.['Esam Dariban', 'Yemen', 1]
260.['Munif Shaef Noman', 'Yemen', 1]
261.['Jeyab Bashafal', 'Yemen', 1]
262.['Abdul Rahman Abdulla', 'Yemen', 1]
263.['Mohammed Zughair', 'Yemen', 1]
264.['Anwar Ahmed', 'Yemen', 1]
265.['Ali Aboud Awad', 'Yemen', 1]
266.['Akram Al-Selwi', 'Yemen', 1]
267.['Radwan Abduljabar', 'Yemen', 1]
268.['Fathi Jaber', 'Yemen', 1]
269.['Mohammed Salem', 'Yemen', 1]
270.['Fekri Al-Hubaishi', 'Yemen', 1]
271.['Haitham Thabit', 'Yemen', 1]
272.['Mohammed Boqshan', 'Yemen', 1]
273.['Ala Al-Sasi', 'Yemen', 1]
274.['Nasser Al-Gahwashi', 'Yemen', 1]
275.['Gareth Bale', 'Wales', 32]
276.['Ian Rush', 'Wales', 18]
277.['Aaron Ramsey', 'Wales', 17]
278.['Dean Saunders', 'Wales', 15]
279.['Mark Hughes', 'Wales', 11]
280.['Ryan Giggs', 'Wales', 11]
281.['Ivor Allchurch', 'Wales', 10]
282.['John Hartson', 'Wales', 10]
283.['John Toshack', 'Wales', 7]
284.['Leighton James', 'Wales', 7]
285.['Gary Speed', 'Wales', 7]
286.['Craig Bellamy', 'Wales', 7]
287.['Simon Davies', 'Wales', 6]
288.['Roy Vernon', 'Wales', 5]
289.['Brian Flynn', 'Wales', 5]
290.['Robert Earnshaw', 'Wales', 5]
291.['Hal Robson-Kanu', 'Wales', 5]
292.['Kieffer Moore', 'Wales', 5]
293.['John Charles', 'Wales', 4]
294.['Ron Davies', 'Wales', 4]
295.['Arfon Griffiths', 'Wales', 4]
296.['Ian Edwards', 'Wales', 4]
297.['Nathan Blake', 'Wales', 4]
298.['Mark Pembridge', 'Wales', 4]
299.['Jason Koumas', 'Wales', 4]
300.['Des Palmer', 'Wales', 3]
301.['Cliff Jones', 'Wales', 3]
302.['Mike England', 'Wales', 3]
303.['Wyn Davies', 'Wales', 3]
304.['Ian Walsh', 'Wales', 3]
305.['Robbie James', 'Wales', 3]
306.['James Collins', 'Wales', 3]
307.['Sam Vokes', 'Wales', 3]
308.['Daniel James', 'Wales', 3]
309.['Terry Medwin', 'Wales', 2]
310.['Ronnie Rees', 'Wales', 2]
311.['Alan Durban', 'Wales', 2]
312.['Gil Reece', 'Wales', 2]
313.['Ian Evans', 'Wales', 2]
314.['Nick Deacy', 'Wales', 2]
315.['Mickey Thomas', 'Wales', 2]
316.['Alan Curtis', 'Wales', 2]
317.['David Giles', 'Wales', 2]
318.['Mark Bowen', 'Wales', 2]
319.['Paul Bodin', 'Wales', 2]
320.['Chris Coleman', 'Wales', 2]
321.['Kit Symons', 'Wales', 2]
322.['John Robinson', 'Wales', 2]
323.['Robbie Savage', 'Wales', 2]
324.['Joe Ledley', 'Wales', 2]
325.['David Edwards', 'Wales', 2]
326.['Joe Allen', 'Wales', 2]
327.['Harry Wilson', 'Wales', 2]
328.['Connor Roberts', 'Wales', 2]
329.['Mal Griffiths', 'Wales', 1]
330.['Mel Charles', 'Wales', 1]
331.['Dave Bowen', 'Wales', 1]
332.['Phil Woosnam', 'Wales', 1]
333.['David Powell', 'Wales', 1]
334.['Trevor Hockey', 'Wales', 1]
335.['Phil Roberts', 'Wales', 1]
336.['Terry Yorath', 'Wales', 1]
337.['John Mahoney', 'Wales', 1]
338."[""Peter O'Sullivan"", 'Wales', 1]"
339.['Peter Nicholas', 'Wales', 1]
340.['Carl Harris', 'Wales', 1]
341.['Joey Jones', 'Wales', 1]
342.['Jeremy Charles', 'Wales', 1]
343.['Neil Slatter', 'Wales', 1]
344.['Glyn Hodges', 'Wales', 1]
345.['David Phillips', 'Wales', 1]
346.['Andy Jones', 'Wales', 1]
347.['Aki Lahtinen', 'Wales', 1]
348.['Malcolm Allen', 'Wales', 1]
349.['Clayton Blackmore', 'Wales', 1]
350.['Eric Young', 'Wales', 1]
351.['Ady Williams', 'Wales', 1]
352.['Carl Robinson', 'Wales', 1]
353.['Martin Jiránek', 'Wales', 1]
354.['Freddy Eastwood', 'Wales', 1]
355.['David Vaughan', 'Wales', 1]
356.['Steve Morison', 'Wales', 1]
357.['Simon Church', 'Wales', 1]
358.['David Cotterill', 'Wales', 1]
359.['Neil Taylor', 'Wales', 1]
360.['Kevin Wimmer', 'Wales', 1]
361.['Ben Woodburn', 'Wales', 1]
362.['Tom Lawrence', 'Wales', 1]
363.['David Brooks', 'Wales', 1]
364.['Pavel Pashayev', 'Wales', 1]
365.['Neco Williams', 'Wales', 1]
366.['Ben Davies', 'Wales', 1]
367.['Lê Hữu Đức', 'Vietnam Republic', 3]
368.['Trần Văn Tổng', 'Vietnam Republic', 2]
369.['Trải Văn Đào', 'Vietnam Republic', 1]
370.['Nguyễn Văn Tu', 'Vietnam Republic', 1]
371.['Trần Văn Nhung', 'Vietnam Republic', 1]
372.['Lê Công Vinh', 'Vietnam', 11]
373.['Nguyễn Tiến Linh', 'Vietnam', 8]
374.['Nguyễn Quang Hải', 'Vietnam', 6]
375.['Nguyễn Hồng Sơn', 'Vietnam', 5]
376.['Phan Văn Tài Em', 'Vietnam', 3]
377.['Huỳnh Quang Thanh', 'Vietnam', 3]
378.['Nguyễn Công Phượng', 'Vietnam', 3]
379.['Quế Ngọc Hải', 'Vietnam', 3]
380.['Nguyễn Lương Phúc', 'Vietnam', 2]
381.['Đinh Tiến Thành', 'Vietnam', 2]
382.['Nguyễn Văn Toàn', 'Vietnam', 2]
383.['Hồ Tấn Tài', 'Vietnam', 2]
384.['Lư Đình Tuấn', 'Vietnam', 1]
385.['Phan Thanh Hùng', 'Vietnam', 1]
386.['Hà Vương Ngầu Nại', 'Vietnam', 1]
387.['Nguyen Hong Son', 'Vietnam', 1]
388.['Nguyen Cong Vinh', 'Vietnam', 1]
389.['Le Huynh Duc', 'Vietnam', 1]
390.['Nguyễn Văn Sỹ', 'Vietnam', 1]
391.['Nguyễn Trung Vĩnh', 'Vietnam', 1]
392.['Nguyễn Minh Hải', 'Vietnam', 1]
393.['Phạm Văn Quyến', 'Vietnam', 1]
394.['Phan Thanh Bình', 'Vietnam', 1]
395.['Keita Suzuki', 'Vietnam', 1]
396.['Phạm Thành Lương', 'Vietnam', 1]
397.['Nguyễn Ngọc Thanh', 'Vietnam', 1]
398.['Nguyễn Văn Quyết', 'Vietnam', 1]
399.['Nguyễn Trọng Hoàng', 'Vietnam', 1]
400.['Trần Phi Sơn', 'Vietnam', 1]
401.['Ali Faez', 'Vietnam', 1]
402.['Đỗ Duy Mạnh', 'Vietnam', 1]
403.['Vũ Văn Thanh', 'Vietnam', 1]
404.['Trần Minh Vương', 'Vietnam', 1]
405.['Phan Văn Đức', 'Vietnam', 1]
406.['Nguyễn Thanh Bình', 'Vietnam', 1]
407.['Juan Arango', 'Venezuela', 14]
408.['Salomón Rondón', 'Venezuela', 14]
409.['Ruberth Morán', 'Venezuela', 11]
410.['Giancarlo Maldonado', 'Venezuela', 10]
411.['Josef Martínez', 'Venezuela', 8]
412.['José Luis Dolgetta', 'Venezuela', 6]
413.['Rafael Santana', 'Venezuela', 5]
414.['José Manuel Rey', 'Venezuela', 5]
415.['Miku', 'Venezuela', 5]
416.['Rómulo Otero', 'Venezuela', 5]
417.['Darwin Machís', 'Venezuela', 5]
418.['Carlos Maldonado', 'Venezuela', 4]
419.['Pedro Acosta', 'Venezuela', 3]
420.['Juan Enrique García', 'Venezuela', 3]
421.['Edson Tortolero', 'Venezuela', 3]
422.['Giovanni Savarese', 'Venezuela', 3]
423.['Gabriel Urdaneta', 'Venezuela', 3]
424.['Alexander Rondón', 'Venezuela', 3]
425.['Daniel Arismendi', 'Venezuela', 3]
426.['Antonio Ravelo', 'Venezuela', 2]
427.['Pedro Febles', 'Venezuela', 2]
428.['Gabriel Miranda', 'Venezuela', 2]
429.['Daniel Noriega', 'Venezuela', 2]
430.['Ricardo Páez', 'Venezuela', 2]
431.['Wilfredo Alvarado', 'Venezuela', 2]
432.['José Torrealba', 'Venezuela', 2]
433.['Ronald Vargas', 'Venezuela', 2]
434.['César Eduardo González', 'Venezuela', 2]
435.['Oswaldo Vizcarrondo', 'Venezuela', 2]
436.['Mikel Villanueva', 'Venezuela', 2]
437.['Jhon Chancellor', 'Venezuela', 2]
438.['Argenis Tortolero', 'Venezuela', 1]
439.['Humberto Francisco Scovino', 'Venezuela', 1]
440.['Freddy Elie', 'Venezuela', 1]
441.['Humberto Scovino', 'Venezuela', 1]
442.['Luis Mendoza Benedetto', 'Venezuela', 1]
443.['Ramón Iriarte', 'Venezuela', 1]
444.['Vicente Flores', 'Venezuela', 1]
445.['Rafael Iriarte', 'Venezuela', 1]
446.['Rodolfo Carvajal', 'Venezuela', 1]
447.['Orlando Torres', 'Venezuela', 1]
448.['Herbert Marquez', 'Venezuela', 1]
449.['Douglas Cadeño', 'Venezuela', 1]
450.['Bernardo Añor', 'Venezuela', 1]
451.['Ildemaro Fernández', 'Venezuela', 1]
452.['Stalin Rivas', 'Venezuela', 1]
453.['Miguel Echenausi', 'Venezuela', 1]
454.['Oswaldo Palencia', 'Venezuela', 1]
455.['Luis Morales', 'Venezuela', 1]
456.['Jorge Campos', 'Venezuela', 1]
457.['Dioni Guerra', 'Venezuela', 1]
458.['Rafael Dudamel', 'Venezuela', 1]
459.['Gerson Díaz', 'Venezuela', 1]
460.['Rafael Castellín', 'Venezuela', 1]
461.['Miguel Mea Vitali', 'Venezuela', 1]
462.['Massimo Margiotta', 'Venezuela', 1]
463.['Leonel Vielma', 'Venezuela', 1]
464.['Alejandro Guerra', 'Venezuela', 1]
465.['Alejandro Moreno', 'Venezuela', 1]
466.['Ronald Rivero', 'Venezuela', 1]
467.['Grenddy Perozo', 'Venezuela', 1]
468.['Gabriel Cichero', 'Venezuela', 1]
469.['Fernando Amorebieta', 'Venezuela', 1]
470.['Frank Feltscher', 'Venezuela', 1]
471.['Luis Manuel Seijas', 'Venezuela', 1]
472.['Christian Santos', 'Venezuela', 1]
473.['Mario Rondón', 'Venezuela', 1]
474.['Richard José Blanco', 'Venezuela', 1]
475.['José Manuel Velázquez', 'Venezuela', 1]
476.['Juanpi', 'Venezuela', 1]
477.['Jacobo Kouffati', 'Venezuela', 1]
478.['Jhon Murillo', 'Venezuela', 1]
479.['Yangel Herrera', 'Venezuela', 1]
480.['Luis Mago', 'Venezuela', 1]
481.['Edson Castillo', 'Venezuela', 1]
482.['Ronald Hernández', 'Venezuela', 1]
483.['Yeferson Soteldo', 'Venezuela', 1]
484.['Eric Ramírez', 'Venezuela', 1]
485.['Eduard Bello', 'Venezuela', 1]
486.['Richard Iwai', 'Vanuatu', 9]
487.['Etienne Mermer', 'Vanuatu', 5]
488.['Jean Maleb', 'Vanuatu', 4]
489.['Simon Lauru', 'Vanuatu', 3]
490.['Alphose Qorig', 'Vanuatu', 3]
491.['Seimata Chilia', 'Vanuatu', 3]
492.['Jean Nako Naprapol', 'Vanuatu', 3]
493.['Robert Tasso', 'Vanuatu', 3]
494.['Jimmy Ben', 'Vanuatu', 2]
495.['Lexa Bibi', 'Vanuatu', 2]
496.['Wilkins Lauru', 'Vanuatu', 2]
497.['Francois Sakama', 'Vanuatu', 2]
498.['Derek Malas', 'Vanuatu', 2]
499.['Brian Kaltak', 'Vanuatu', 2]
500.['Michael Dupuy', 'Vanuatu', 1]
501.['Alick Saurei', 'Vanuatu', 1]
502.['Jacky Valette', 'Vanuatu', 1]
503.['Raymond Valette', 'Vanuatu', 1]
504.['Charles Galinie', 'Vanuatu', 1]
505.['Charles Vatú', 'Vanuatu', 1]
506.['Iau Tuan Naukoot', 'Vanuatu', 1]
507.['Reginal Garo', 'Vanuatu', 1]
508.['Peter Roronamahava', 'Vanuatu', 1]
509.['Edwin Rarai', 'Vanuatu', 1]
510.['Georgina Tura', 'Vanuatu', 1]
511.['Gerard Maki', 'Vanuatu', 1]
512.['Pita David Maki', 'Vanuatu', 1]
513.['Waren Waiwai', 'Vanuatu', 1]
514.['Willie August Marango', 'Vanuatu', 1]
515.['Moise Poida', 'Vanuatu', 1]
516.['Lorry Thomsen', 'Vanuatu', 1]
517.['Freddy Vava', 'Vanuatu', 1]
518.['Dominique Fred', 'Vanuatu', 1]
519.['Fenedy Masauvakalo', 'Vanuatu', 1]
520.['Maksim Shatskikh', 'Uzbekistan', 19]
521.['Alexander Geynrikh', 'Uzbekistan', 16]
522.['Mirjalol Qosimov', 'Uzbekistan', 15]
523.['Odil Ahmedov', 'Uzbekistan', 15]
524.['Server Djeparov', 'Uzbekistan', 14]
525.['Eldor Shomurodov', 'Uzbekistan', 12]
526.['Jafar Irismetov', 'Uzbekistan', 11]
527.['Oleg Shatskikh', 'Uzbekistan', 9]
528.['Ulugbek Bakayev', 'Uzbekistan', 8]
529.['Sardor Rashidov', 'Uzbekistan', 7]
530.['Nikolay Shirshov', 'Uzbekistan', 6]
531.['Timur Kapadze', 'Uzbekistan', 6]
532.['Igor Sergeyev', 'Uzbekistan', 6]
533.['Igor Shkvyrin', 'Uzbekistan', 5]
534.['Andrei Fyodorov', 'Uzbekistan', 4]
535.['Anvarjon Soliev', 'Uzbekistan', 4]
536.['Marat Bikmaev', 'Uzbekistan', 4]
537.['Bahodir Nasimov', 'Uzbekistan', 4]
538.['Jaloliddin Masharipov', 'Uzbekistan', 4]
539.['Sergey Lebedev', 'Uzbekistan', 3]
540.['Ravshan Bozorov', 'Uzbekistan', 3]
541.['Vladimir Maminov', 'Uzbekistan', 3]
542.['Victor Karpenko', 'Uzbekistan', 3]
543.['Farhod Tadjiyev', 'Uzbekistan', 3]
544.['Sanzhar Tursunov', 'Uzbekistan', 3]
545.['Anzur Ismailov', 'Uzbekistan', 3]
546.['Numon Khasanov', 'Uzbekistan', 2]
547.['Shukhrat Maksudov', 'Uzbekistan', 2]
548.['Abdukahhor Marifaliev', 'Uzbekistan', 2]
549.['Georgi Georgiev', 'Uzbekistan', 2]
550.['Leonid Koshelev', 'Uzbekistan', 2]
551.['Vladimir Shishelov', 'Uzbekistan', 2]
552.['Aziz Ibrahimov', 'Uzbekistan', 2]
553.['Otabek Shukurov', 'Uzbekistan', 2]
554.['Ravshan Bazarav', 'Uzbekistan', 1]
555.['Bahtiyor Kambaraliev', 'Uzbekistan', 1]
556.['Mirdjalal Kasimov', 'Uzbekistan', 1]
557.['Sergey Lushan', 'Uzbekistan', 1]
558.['Aleksey Dionisiev', 'Uzbekistan', 1]
559.['Andrey Akopyants', 'Uzbekistan', 1]
560.['Fevzi Davletov', 'Uzbekistan', 1]
